cleaned_data,full_household_identifier,time_of_interview,final_survey_outcome_code,final_survey_outcome,type_of_housing_unit_code,type_of_housing_unit,household_type_code,household_type,has_telephone_code,has_telephone,has_telephone_reachable_code,has_telephone_reachable,is_telephone_acceptable_code,is_telephone_acceptable,type_of_interview_code,type_of_interview,family_income_range_code,family_income_range,geo_div_code,geo_div,race_code,race
000810413061160122017-121700-101-1-100-102-1-1-10000000002000008-1000006112-10-1-1-1-1-10360010138200001105000000-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-10-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1000000-1-1000000-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-100-100-1000-1-10000000-1-1-1000000-10000000-1-1-1-1-1-1-1-1-1-1-1-1-1-100000000-100000000-100000000-100000000-100000000-1-1-1-1-1-100010100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-16436201-1-1-1-1-1-1-1-1-1-1-1-1-100000000-100-100-100-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-101-1-1-1-1-1-1-1-1-1-1-100000000000000000000000000000000000000000000A,00081041306116006112,2017/12,217,TEMPORARILY ABSENT,01,"HOUSE, APARTMENT, FLAT",00,NON-INTERVIEW HOUSEHOLD,-1,Unknown,-1,Unknown,00,Unknown,-1,Unknown,-1,Unknown,6,EAST SOUTH CENTRAL,-1,Unknown
0013150014004951220170220100-10101-10115-1-1-10016934013010201060101020601102002-1-1-1-10360010266200001103000000-1-101-179001020102-1024301-109-101-1010101020102057057057010000010503-1-102-1-1-101-102-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-102-10004-1-1-1-1-1-10-1-1-1000102-1-1-1-1-1-1-1-1000000-1-1000000-1-1-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-102-1-1-1-100169340130022271032000000000000156753920016518094000000-1-1-100000100-100500000000001000000-1-1-100000000-1-1-1-1-1-101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10101010101010101010101-1-1-1-1-1-1-1-1-1-1-10000-1-1-1-1-1-1010101-1-1-10008301-1-1-1-1-1-1010101-1-1-1001586515600-100-100-100-1-1-1-1-1-1-100-1-1-1-1-150500101010202020202020200000000000000-1-1-1-1-102-1-120000000000000000000000000000000000000000000000000A,00131500140049506011,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",01,HUSBAND/WIFE PRIMARY FAMILY (NEITHER AF),01,YES,-1,Unknown,01,YES,01,PERSONAL,15,"100,000 TO 149,999",6,EAST SOUTH CENTRAL,01,White Only
0013150014004951220170220100-10101-10115-1-1-10016934013010201060101020601102002-1-1-1-10360010266200001103000000-1-103-171001010201-1024301-109-102-1010201020102057057057010000020503-1-102-1-1-101-102-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-102-10004-1-1-1-1-1-10-1-1-1000102-1-1-1-1-1-1-1-1000000-1-1000000-1-1-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-102-1-1-1-100169340130024117286000000000000169340130017347931000000-1-1-100000100-100500000000000000000-1-1-100000000-1-1-1-1-1-101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10101010101010101010101-1-1-1-1-1-1-1-1-1-1-10000-1-1-1-1-1-1010101-1-1-10008302-1-1-1-1-1-1010101-1-1-1001711499500-100-100-100-1-1-104-1-1-100-1-1-1-1-150500101010202020202020200000000000000-1-1-1-1-102-1-120000000000000000000000000000000000000000000000000A,00131500140049506011,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",01,HUSBAND/WIFE PRIMARY FAMILY (NEITHER AF),01,YES,-1,Unknown,01,YES,01,PERSONAL,15,"100,000 TO 149,999",6,EAST SOUTH CENTRAL,01,White Only
003360418057186122017-122600-101-1-101-1-101-1-1000000000300000801010206111-10-1-1-1-1-10360010138200001105000000-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-10-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1000000-1-1000000-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-100-100-1000-1-10000000-1-1-1000000-10000000-1-1-1-1-1-1-1-1-1-1-1-1-1-100000000-100000000-100000000-100000000-100000000-1-1-1-1-1-100010100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-11698101-1-1-1-1-1-1-1-1-1-1-1-1-100000000-100-100-100-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-101-1-1-1-1-1-1-1-1-1-1-100000000000000000000000000000000000000000000A,00336041805718606111,2017/12,226,VACANT REGULAR,01,"HOUSE, APARTMENT, FLAT",00,NON-INTERVIEW HOUSEHOLD,-1,Unknown,-1,Unknown,01,YES,01,PERSONAL,-1,Unknown,6,EAST SOUTH CENTRAL,-1,Unknown
0042108150601881220170120100-10101-10114-1-1-10018065225010201010101000811101002-1-1-1-10360010336600971103380000-1-101-152001020202-1023901-109-101-1010101020102057057057010000010101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-102-140-1-1040-1-1-1-102-102-140-1040-1-1000020505-102030502-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-101-11801010104-1-1-10-1-1-10102-1-1-1-1-1-1-10404000000-1-100000002-1-1010204-10106-142-117-10110-105-10301010100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-1-102-1-10200180652250000000000000000000000180652250018092930000001-1-1-100000100-100500000000001000000-1-1-1010000-101010001000101000101010001000101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1000000-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1000101409360101-1-1-1-1-1000101-1-1-100180963518090512000-100-116-1-1-1-1-100-1-1-1-1-150500101010202020202020200000000000000-1-1-1-1-102-1-100000000000000000000000000000000000000000000000000A,00421081506018808111,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",01,HUSBAND/WIFE PRIMARY FAMILY (NEITHER AF),01,YES,-1,Unknown,01,YES,01,PERSONAL,14,"75,000 TO 99,999",6,EAST SOUTH CENTRAL,01,White Only
0042108150601881220170120100-10101-10114-1-1-10018065225010201010101000811101002-1-1-1-10360010336600971103380000-1-103-154001010102-1023901-109-102-1010201020102057057057010000020101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-102-140-1-1040-1-1-1-102-102-140-1040-1-1000020505-102030502-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-101-11801010104-1-1-10-1-1-10102-1-1-1-1-1-1-10404000000-1-100000002-1-1010204-10106-147-121-10112-109-10601010100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-1-102-1-10200180652250000000000000000000000164154770016078374000001-1-1-100000100-100500000000001000000-1-1-1010000-101010001000101000101010001000101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1000000-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1000101409360201-1-1-1-1-1000101-1-1-100161417148870803000-100-120-1-1-1-1-100-1-1-1-1-150500101010202020202020200000000000000-1-1-1-1-102-1-100000000000000000000000000000000000000000000000000A,00421081506018808111,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",01,HUSBAND/WIFE PRIMARY FAMILY (NEITHER AF),01,YES,-1,Unknown,01,YES,01,PERSONAL,14,"75,000 TO 99,999",6,EAST SOUTH CENTRAL,01,White Only
0045108100261521220170120100-10101-10111-1-1-10015931878010106060102020611101001-1-1-1-10360010266200001103000000-1-102-140004-10101-1024501-109-101-1000002020502301138138040018010101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-102-130-1-103003-1-1-102-102-130-1030-1-10000205040302030502-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-101-11601010202-112220-1-1-10107-1-1-1-10102010604000000-1-1000000040303010204-1-106-136-107-10109-102-10101010100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-1-10101020200159318780022635438000000000000159318780017212934000001-1-1-100000100-100500000010000000000-1-1-1010000-101010001000101000001010001000101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1000000-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10000000353701-1-1-1-1-1-1010101-1-1-100159202427270210000-100-113-101-1-1-100-1-1-1-1-150500101010202020202020200000000000000-1-1-1-1-101010120202000000000000000000000000000000000000000000000A,00451081002615206111,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",06,CIVILIAN MALE PRIMARY INDIVIDUAL,01,YES,-1,Unknown,01,YES,01,PERSONAL,11,"40,000 TO 49,999",6,EAST SOUTH CENTRAL,01,White Only
0045108100261521220170121900-10101-101-106-1-1-10000000002010004-1000207111-10-1-1-1-1-10360010266200001103000000-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-10-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1000000-1-1000000-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-100-100-1000-1-10000000-1-1-1000000-10000000-1-1-1-1-1-1-1-1-1-1-1-1-1-100000000-100000000-100000000-100000000-100000000-1-1-1-1-1-100000100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-16896301-1-1-1-1-1-1-1-1-1-1-1-1-100000000-100-100-100-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-1-1-1-1-1-1-1-1-1-1-100000000000000000000000000000000000000000000A,00451081002615207111,2017/12,219,OTHER OCCUPIED - SPECIFY,01,"HOUSE, APARTMENT, FLAT",00,NON-INTERVIEW HOUSEHOLD,01,YES,-1,Unknown,01,YES,-1,Unknown,-1,Unknown,6,EAST SOUTH CENTRAL,-1,Unknown
0048301110111011220170100100-10101-10112-1-1-1002084623101010603-100020711101002-1-1-1-10360010138200001105000000-1-102-180104-10101-1023901-109-101-1000002020502057057057010000010502-1-102-1-1-101-102-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-102-10004-1-1-1-1-1-10-1-1-1000102-1-1-1-1-1-1-1-1000000-1-1000000-1-1-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-102-1-1-1-100208462310029617575000000000000208462310018320768000000-1-1-100000100-100500000010000000000-1-1-100000000-1-1-1-1-1-101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10101010101010101010101-1-1-1-1-1-1-1-1-1-1-10000-1-1-1-1-1-1010101-1-1-1193770101-1-1-1-1-1000101-1-1-1002109859300-100-100-100-1-1-105-1-1-100-1-1-1-1-150500101010102020202020100000000000000-1-1-1-1-102-1-120000000000000000000000000000000000000000000000000A,00483011101110107111,2017/12,001,FULLY COMPLETE CATI INTERVIEW,01,"HOUSE, APARTMENT, FLAT",06,CIVILIAN MALE PRIMARY INDIVIDUAL,01,YES,-1,Unknown,01,YES,-1,Unknown,12,"50,000 TO 59,999",6,EAST SOUTH CENTRAL,01,White Only
005440319005164122017-122600-101-1-100-1-101-1-10000000003000004-1000207111-10-1-1-1-1-10360010266200001103000000-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-10-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1000000-1-1000000-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-100-100-1000-1-10000000-1-1-1000000-10000000-1-1-1-1-1-1-1-1-1-1-1-1-1-100000000-100000000-100000000-100000000-100000000-1-1-1-1-1-100010100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10353901-1-1-1-1-1-1-1-1-1-1-1-1-100000000-100-100-100-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-101-1-1-1-1-1-1-1-1-1-1-100000000000000000000000000000000000000000000A,00544031900516407111,2017/12,226,VACANT REGULAR,01,"HOUSE, APARTMENT, FLAT",00,NON-INTERVIEW HOUSEHOLD,-1,Unknown,-1,Unknown,00,Unknown,-1,Unknown,-1,Unknown,6,EAST SOUTH CENTRAL,-1,Unknown
0056706100951021220170120100-10101-10113-1-1-10025548877010501050101030611101002-1-1-1-10360010336600971103380000-1-101-140001020202-1024002-109-101-1010101020102057057057010000010101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-102-140-1-1040-1-1-1-102-102-140-1040-1-1000020505-102030502-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-101-11801010104-1-1-10-1-1-10102-1-1-1-1-1-1-10304000000-1-100000002-1-1010203-10209-151-114-10113-103-102-1010100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-1-102-1-10200255488770000000000000000000000255488770025452269040201-1-1-100000100-100500000000001000000-1-1-1010000-101010001000101000101010001000101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1000000-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10001016437701-1-103-1-1-1010100-1-1-100256393349480422000-100-121-1-1-1-1-100-1-1-1-1-150500101010202020202020200000000000000-1-1-1-1-102-1-100000000000000000000000000000000000000000000000000A,00567061009510206111,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",01,HUSBAND/WIFE PRIMARY FAMILY (NEITHER AF),01,YES,-1,Unknown,01,YES,01,PERSONAL,13,"60,000 TO 74,999",6,EAST SOUTH CENTRAL,02,Black Only
0056706100951021220170120100-10101-10113-1-1-10025548877010501050101030611101002-1-1-1-10360010336600971103380000-1-103-141001010102-1023902-109-102-1010201020102057057057010000020101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-102-140-1-1040-1-1-1-102-102-140-1040-1-1000020505-102030502-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-101-11801010104-1-1-10-1-1-10102-1-1-1-1-1-1-10404000000-1-100000002-1-1010204-10106-145-114-10111-103-10201010100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-1-102-1-10200255488770000000000000000000000236456050023445108040201-1-1-100000100-100500000000001000000-1-1-1010000-101010001000101000101010001000101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1000000-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1000101643770201-1-1-1-1-1000101-1-1-100235863438660422000-100-118-1-1-1-1-100-1-1-1-1-150500101010202020202020200000000000000-1-1-1-1-102-1-100000000000000000000000000000000000000000000000000A,00567061009510206111,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",01,HUSBAND/WIFE PRIMARY FAMILY (NEITHER AF),01,YES,-1,Unknown,01,YES,01,PERSONAL,13,"60,000 TO 74,999",6,EAST SOUTH CENTRAL,02,Black Only
0056706100951021220170120100-10101-10113-1-1-10025548877010501050101030611101002-1-1-1-10360010336600971103380000-1-1040116006-101-1-1023502-109-105-1010301020702057057057010000020702-1-102-102-1-1-1-1-1-10202-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-102-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-102-1-1-1-1-1-1-104-1-1-1-1-1-1-1-103-1-102-10004-1-1-1-1-1-10-1-1-1000102-1-1-1-1-1-1-1-1000000-1-1000000-1-1-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-10301-102-1-10100233498380000000000000000000000233498380024387944000000-1-1-100000100-100000000010001210000-1-1-100000001-1-1-1-1-1-101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10001010101010101010101-1-1-1-1-1-1-1-1-1-1-10000-1-1-1-1-1-10101000001016437705-1-1-1-1-1-1010101-1-1-1002438794400-100-100-100-1-1-1-1-1-1-10102010101-100000000010202020202020200000000000000-1-1-1-1-102-1-100000000000000000000000000000000000000000000000000A,00567061009510206111,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",01,HUSBAND/WIFE PRIMARY FAMILY (NEITHER AF),01,YES,-1,Unknown,01,YES,01,PERSONAL,13,"60,000 TO 74,999",6,EAST SOUTH CENTRAL,02,Black Only
0056706100951021220170120100-10101-10113-1-1-10025548877010501050101030611101002-1-1-1-10360010336600971103380000-1-1040117006-10102-1023702-109-104-1010301020702057057057010000020702-1-102-102-1-1-1-1-1-10202-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-102-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-102-1-1-1-1-1-1-104-1-1-1-1-1-1-1-103-1-102-10004-1-1-1-1-1-10-1-1-1000102-1-1-1-1-1-1-1-1000000-1-1000000-1-1-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-10301-10101010100233498380000000000000000000000233498380024387944000000-1-1-100000100-100000000010001000000-1-1-100000001-1-1-1-1-1-101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10001010101010101010101-1-1-1-1-1-1-1-1-1-1-10000-1-1-1-1-1-10101000000006437704-1-1-1-1-1-1010101-1-1-1002438794400-100-100-100-1-1-1-1-1-1-10002010101-100000000010202020202020200000000000000-1-1-1-1-102-1-100000000000000000000000000000000000000000000000000A,00567061009510206111,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",01,HUSBAND/WIFE PRIMARY FAMILY (NEITHER AF),01,YES,-1,Unknown,01,YES,01,PERSONAL,13,"60,000 TO 74,999",6,EAST SOUTH CENTRAL,02,Black Only
0056706100951021220170120100-10101-10113-1-1-10025548877010501050101030611101002-1-1-1-10360010336600971103380000-1-1040119006-10102-1023902-109-103-1010301020702057057057010000020101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-102-140-1-1040-1-1-1-102-102-140-1040-1-1000020505-102030502-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-101-11801010104-1-1-10-1-1-10102-1-1-1-1-1-1-10404000000-1-100000002-1-1010204-10106-146-113-10111-103-10201010100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-1-102-1-10200233498380000000000000000000000233498380019741944000001-1-1-100000100-100000000010001000000-1-1-1010000-101010001000101000101010001000101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1000000-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1000101643770301-1-1-1-1-1000101-1-1-100198699668680402000-100-118-1-1-1-1-10002010101-100000000010202020202020200000000000000-1-1-1-1-102-1-100000000000000000000000000000000000000000000000000A,00567061009510206111,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",01,HUSBAND/WIFE PRIMARY FAMILY (NEITHER AF),01,YES,-1,Unknown,01,YES,01,PERSONAL,13,"60,000 TO 74,999",6,EAST SOUTH CENTRAL,02,Black Only
0057706100951031220170120100-10101-10108-1-1-10024045622010106020101020701101002-1-1-1-10360010336600971103380000-1-102-140004-10101-1024002-109-101-1000002020502057057057010000010503-1-102-102-1-1-1-1-1-10202-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-102-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-102-1-1-1-1-1-1-104-1-1-1-1-1-1-1-103-1-102-10004-1-1-1-1-1-10-1-1-1000102-1-1-1-1-1-1-1-1000000-1-1000000-1-1-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-10501-102-1-10200240456220000000000000000000000240456220025137295000000-1-1-100000100-100500000010000000000-1-1-100000001-1-1-1-1-1-101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10001010101010101010101-1-1-1-1-1-1-1-1-1-1-10000-1-1-1-1-1-10101000001016220501-1-102-1-1-1010100-1-1-1002324948400-100-100-100-1-1-10102-1-100-1-1-1-1-150500101010202020202020200000000000000-1-1-1-1-102-1-100000000000000000000000000000000000000000000000000A,00577061009510307011,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",06,CIVILIAN MALE PRIMARY INDIVIDUAL,01,YES,-1,Unknown,01,YES,01,PERSONAL,08,"25,000 TO 29,999",6,EAST SOUTH CENTRAL,02,Black Only
